"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"mii-lm-mikrobio-untersuchungsarten","mii-lm-mikrobio-untersuchungsarten","","","",0,*,"","","","null {[]} {[]}
","Mikrobiologische Untersuchungsarten","Die fachlichen Ausprägungen einer mikrobiologischen Untersuchung. Jede Ausprägung ergänzt die von MII_LM_Mikrobio_Untersuchung geerbten gemeinsamen Angaben um ihre spezifischen Attribute.","","","","","","","","","",,,,,"",,,,"Element",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore","mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore","","","",0,*,"","","","BackboneElement {[]} {[]}
","Barlett Score","Qualitative mikroskopische Beurteilung der Eignung von Sputumproben für die Kultur anhand des Verhältnisses von Entzündungs- zu Epithelzellen.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.id","mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.extension","mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.modifierExtension","mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Untersuchungscode","mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Untersuchungscode","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Untersuchungscode","Kodierung der Untersuchung; hier fest: Barlett-Score (LOINC).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Untersuchungscode",1,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Ergebnis","mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Ergebnis","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Ergebnis","Score-Kategorie und daraus abgeleitete Eignung der Probe (LOINC).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Ergebnis",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Untersuchungsmethode","mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Untersuchungsmethode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Untersuchungsmethode","Eingesetztes Verfahren; hier fest: Mikroskopie (SNOMED CT).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.BarlettScore.Untersuchungsmethode",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore","mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore","","","",0,*,"","","","BackboneElement {[]} {[]}
","Nugent Score","Gramfärbungs-basiertes semiquantitatives Punktesystem zur Beurteilung vaginaler Mikrobiotamuster bei bakterieller Vaginose.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.id","mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.extension","mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.modifierExtension","mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Untersuchungscode","mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Untersuchungscode","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Untersuchungscode","Kodierung der Untersuchung; hier fest: Nugent-Score (LOINC).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Untersuchungscode",1,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Ergebnis","mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Ergebnis","","","",0,1,"","","","Quantity {[]} {[]}
","Ergebnis","Punktwert des Nugent-Scores (dimensionslos).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Ergebnis",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Untersuchungsmethode","mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Untersuchungsmethode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Untersuchungsmethode","Eingesetztes Verfahren; hier fest: Mikroskopie (SNOMED CT).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.NugentScore.Untersuchungsmethode",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl","mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl","","","",0,*,"","","","BackboneElement {[]} {[]}
","Keimzahl","Quantitative Bestimmung lebensfähiger Mikroorganismen in einer Probe als koloniebildende Einheiten pro Volumen oder Masse.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.id","mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.extension","mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.modifierExtension","mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Untersuchungscode","mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Untersuchungscode","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Untersuchungscode","Kodierung der Keimzahlbestimmung (LOINC).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Untersuchungscode",1,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Ergebnis","mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Ergebnis","","","",0,1,"","","","Quantity {[]} {[]}
","Ergebnis","Gemessene Keimzahl mit Einheit, z. B. KBE/mL (UCUM).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Ergebnis",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Bewertung","mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Bewertung","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Bewertung","Semiquantitative Einordnung des Messwerts, z. B. geringes / mäßiges / reichliches Wachstum.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Bewertung",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Untersuchungsmethode","mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Untersuchungsmethode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Untersuchungsmethode","Eingesetztes Verfahren; hier fest: Auszählung (SNOMED CT).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Keimzahl.Untersuchungsmethode",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit","","","",0,*,"","","","BackboneElement {[]} {[]}
","Empfindlichkeit","Ergebnis der phänotypischen Resistenztestung eines Erregers gegenüber einer antimikrobiellen Substanz unter Bezug auf ein Normsystem.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.id","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.extension","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.modifierExtension","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Untersuchungscode","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Untersuchungscode","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Untersuchungscode","Getestete antimikrobielle Substanz und Testverfahren (LOINC). Es werden bevorzugt Codes ohne präkoordinierte Probenart verwendet.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Untersuchungscode",1,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Ergebnis","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Ergebnis","","","",0,1,"","","","Quantity {[]} {[]}
","Ergebnis","Gemessener Wert der Empfindlichkeitstestung, z. B. minimale Hemmkonzentration in mg/L oder Hemmhofdurchmesser in mm (UCUM).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Ergebnis",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung","","","",0,1,"","","","BackboneElement {[]} {[]}
","Bewertung","Kategoriale Bewertung des Messwerts (sensibel / intermediär / resistent).","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.id","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.extension","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.modifierExtension","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.Kategorie","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.Kategorie","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Kategorie","Empfindlichkeitskategorie des getesteten Erregers.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.Kategorie",1,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.Norm","mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.Norm","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Norm","Normsystem einschließlich Version, auf dessen Grenzwerten die Kategorie beruht, z. B. EUCAST oder CLSI.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Kultur.Empfindlichkeit.Bewertung.Norm",1,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Bestimmung","mii-lm-mikrobio-untersuchungsarten.Bestimmung","","","",0,*,"","","","BackboneElement {[]} {[]}
","Bestimmung","Identifikation bzw. Nachweis eines Mikroorganismus oder infektiösen Agens in einer Probe.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Bestimmung",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mikrobio-untersuchungsarten.Bestimmung.id","mii-lm-mikrobio-untersuchungsarten.Bestimmung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Bestimmung.extension","mii-lm-mikrobio-untersuchungsarten.Bestimmung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Bestimmung.modifierExtension","mii-lm-mikrobio-untersuchungsarten.Bestimmung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-mikrobio-untersuchungsarten.Bestimmung.AllgemeineBestimmung","mii-lm-mikrobio-untersuchungsarten.Bestimmung.AllgemeineBestimmung","","","",0,*,"","","","BackboneElement {[]} {[]}
","Allgemeine Bestimmung","Identifikation eines Mikroorganismus oder infektiösen Agens ohne Einschränkung auf ein vordefiniertes Ziel.","","","","","","","","","",,,,,"",,,,"mii-lm-mikrobio-untersuchungsarten.Bestimmung.AllgemeineBestimmung",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mii-lm-mikrobio-untersuchungsarten.Bestimmung.AllgemeineBestimmung.id","mii-lm-mikrobio-untersuchungsarten.Bestimmung.AllgemeineBestimmung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-mikrobio-untersuchungsarten.Bestimmung.AllgemeineBestimmung.extension","mii-lm-mikrobio-untersuchungsarten.Bestimmung.AllgemeineBestimmung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
