depth	slug_path	url
1	MIIIGModulMikrobiologie	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie?version=2027.0.0-alpha.5
2	MIIIGModulMikrobiologie/Anwendungsfaelle-Informationsmodell	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Anwendungsfaelle-Informationsmodell?version=2027.0.0-alpha.5
2	MIIIGModulMikrobiologie/Beschreibung-Modul-Mikrobiologie	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Beschreibung-Modul-Mikrobiologie?version=2027.0.0-alpha.5
2	MIIIGModulMikrobiologie/Changelog	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Changelog?version=2027.0.0-alpha.5
2	MIIIGModulMikrobiologie/Kontext-im-Gesamtprojekt-Bezuege-zu-anderen-Modulen	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Kontext-im-Gesamtprojekt-Bezuege-zu-anderen-Modulen?version=2027.0.0-alpha.5
2	MIIIGModulMikrobiologie/Referenzen	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Referenzen?version=2027.0.0-alpha.5
2	MIIIGModulMikrobiologie/Technische-Implementierung	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung?version=2027.0.0-alpha.5
3	MIIIGModulMikrobiologie/Anwendungsfaelle-Informationsmodell/Beschreibung-von-Szenarien-fuer-die-Anwendung-der-Module	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Anwendungsfaelle-Informationsmodell/Beschreibung-von-Szenarien-fuer-die-Anwendung-der-Module?version=2027.0.0-alpha.5
3	MIIIGModulMikrobiologie/Anwendungsfaelle-Informationsmodell/Datensaetze-inkl-Beschreibungen	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Anwendungsfaelle-Informationsmodell/Datensaetze-inkl-Beschreibungen?version=2027.0.0-alpha.5
3	MIIIGModulMikrobiologie/Anwendungsfaelle-Informationsmodell/UML	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Anwendungsfaelle-Informationsmodell/UML?version=2027.0.0-alpha.5
3	MIIIGModulMikrobiologie/Technische-Implementierung/CapabilityStatement	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/CapabilityStatement?version=2027.0.0-alpha.5
3	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile?version=2027.0.0-alpha.5
3	MIIIGModulMikrobiologie/Technische-Implementierung/Terminologien	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/Terminologien?version=2027.0.0-alpha.5
4	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Bestimmung	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Bestimmung?version=2027.0.0-alpha.5
4	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Diagnostic-Report	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Diagnostic-Report?version=2027.0.0-alpha.5
4	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur?version=2027.0.0-alpha.5
4	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Probe	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Probe?version=2027.0.0-alpha.5
4	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Quantitative-tests	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Quantitative-tests?version=2027.0.0-alpha.5
4	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Weitere-Eigenschaften	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Weitere-Eigenschaften?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Bestimmung/Allgemeine-Bestimmung	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Bestimmung/Allgemeine-Bestimmung?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Bestimmung/CT-Wert	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Bestimmung/CT-Wert?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Bestimmung/Spezifische-Bestimmung	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Bestimmung/Spezifische-Bestimmung?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Allgemeine-Kultur	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Allgemeine-Kultur?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Barlett-Score	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Barlett-Score?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Empfindlichkeit	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Empfindlichkeit?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Keimzahl	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Keimzahl?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Mikroskopie	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Mikroskopie?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Nugent-Score	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Kultur/Nugent-Score?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Quantitative-tests/Antigen-Antikoerper-Quantitativ	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Quantitative-tests/Antigen-Antikoerper-Quantitativ?version=2027.0.0-alpha.5
5	MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Quantitative-tests/Molekulare-Pathogenlast	https://simplifier.net/guide/mii-ig-modul-mikrobiologie-2027-de/MIIIGModulMikrobiologie/Technische-Implementierung/FHIR-Profile/Quantitative-tests/Molekulare-Pathogenlast?version=2027.0.0-alpha.5
