id	layer	check	verdict	subject	evidence	autofix	action
C3-b81a06	conservation	C3	IDENTISCH	Spezifische-Kultur.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-spezifische-kultur-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-spezifische-kultur-intro.md)	-	-
C3-2aa647	conservation	C3	IDENTISCH	Probe.page.md	migrated -> input/pagecontent/probe.md (input/pagecontent/probe.md)	-	-
C3-2adc2c	conservation	C3	IDENTISCH	Antigen-Antikoerper-Quantitativ.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-antigen-antikoerper-quantitativ-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-antigen-antikoerper-quantitativ-intro.md)	-	-
C3-46218c	conservation	C3	IDENTISCH	Quantitative-tests/Index.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-d0620b	conservation	C3	IDENTISCH	Molekulare-Pathogenlast.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-molekulare-pathogenlast-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-molekulare-pathogenlast-intro.md)	-	-
C3-34c067	conservation	C3	IDENTISCH	Titer.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-titer-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-titer-intro.md)	-	-
C3-6eb80a	conservation	C3	IDENTISCH	Aviditaet.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-aviditaet-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-aviditaet-intro.md)	-	-
C3-de3f86	conservation	C3	IDENTISCH	Weitere-Eigenschaften/Index.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-a38e3a	conservation	C3	IDENTISCH	MRGN-Klasse.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-mrgn-klasse-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-mrgn-klasse-intro.md)	-	-
C3-6c20fb	conservation	C3	IDENTISCH	Resistenzkategorie-Status.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-resistenzkategorie-status-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-resistenzkategorie-status-intro.md)	-	-
C3-cd23ef	conservation	C3	IDENTISCH	Resistenzmechanismen-Determinanten.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-resistenzmechanismen-determinanten-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-resistenzmechanismen-determinanten-intro.md)	-	-
C3-3cc7a9	conservation	C3	IDENTISCH	Virulenzfaktor.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-virulenzfaktor-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-virulenzfaktor-intro.md)	-	-
C3-9536fe	conservation	C3	IDENTISCH	Voraussichtliche-Empfindlichkeit.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-mikrobio-voraussichtliche-empfindlichkeit-intro.md (input/intro-notes/StructureDefinition-mii-pr-mikrobio-voraussichtliche-empfindlichkeit-intro.md)	-	-
C3-c1cd9c	conservation	C3	IDENTISCH	Technische-Implementierung/Index.page.md	migrated -> input/pagecontent/technische-implementierung.md (input/pagecontent/technische-implementierung.md)	-	-
C3-4a9858	conservation	C3	IDENTISCH	Profilauswahl-und-Abgrenzung.page.md	migrated -> input/pagecontent/profilauswahl-und-abgrenzung.md (input/pagecontent/profilauswahl-und-abgrenzung.md)	-	-
C3-d04b32	conservation	C3	IDENTISCH	Terminologien.page.md	migrated -> input/pagecontent/code-systems.md (input/pagecontent/code-systems.md)	-	-
C4-5dca0e	conservation	C4	NICHT PRUEFBAR	Allgemeine-Bestimmung.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 8 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-ef584a	conservation	C4	NICHT PRUEFBAR	Allgemeine-Kultur.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-84dd06	conservation	C4	NICHT PRUEFBAR	Antigen-Antikoerper-Quantitativ.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-518fef	conservation	C4	DIVERGIERT	Anwendungsfaelle-Informationsmodell/Index.page.md	1 of 2 PROSE runs of the source page are in no target page (first: Dieses Modul ist von entscheidender Bedeutung, da es die Gru…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-c8c1ba	conservation	C4	NICHT PRUEFBAR	Aviditaet.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-971b9a	conservation	C4	NICHT PRUEFBAR	Barlett-Score.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-92b964	conservation	C4	IDENTISCH	Beschreibung-Modul-Mikrobiologie.page.md	all 2 prose runs present in the target's de corpus	-	-
C4-85a41b	conservation	C4	DIVERGIERT	Beschreibung-von-Szenarien-fuer-die-Anwendung-der-Module.page.md	2 of 7 PROSE runs of the source page are in no target page (first: Die Ergebnisse von Empfindlichkeitstests können sowohl gemäß…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-4a8dc7	conservation	C4	IDENTISCH	Bestimmung/Index.page.md	all 1 prose runs present in the target's de corpus	-	-
C4-d3b218	conservation	C4	NICHT PRUEFBAR	CT-Wert.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-196ae3	conservation	C4	DIVERGIERT	CapabilityStatement.page.md	2 of 6 PROSE runs of the source page are in no target page (first: Um eine dezentrale Datenauswertung mittel des Deutsche Forsc…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-90cec4	conservation	C4	DIVERGIERT	Changelog.page.md	2 of 89 PROSE runs of the source page are in no target page (first: tbd - Das Logical Model war bisher ein Verzeichnis der FHIR-…); 172 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-34fd67	conservation	C4	IDENTISCH	Datensaetze-inkl-Beschreibungen.page.md	all 15 prose runs present in the target's de corpus; 5 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	-
C4-5b1472	conservation	C4	NICHT PRUEFBAR	Diagnostic-Report.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 6 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-987b60	conservation	C4	NICHT PRUEFBAR	Empfindlichkeit.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 3 of 5 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-49d110	conservation	C4	IDENTISCH	FHIR-Profile/Index.page.md	all 7 prose runs present in the target's de corpus; 3 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	-
C4-6f76e9	conservation	C4	DIVERGIERT	FQL-Beschreibung.page.md	2 of 2 PROSE runs of the source page are in no target page (first: from StructureDefinition where url = %canonical select Besch…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-c13868	conservation	C4	DIVERGIERT	FQL-Capability-Operations.page.md	1 of 1 PROSE runs of the source page are in no target page (first: from CapabilityStatement where url = %capability for rest.re…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-74f5d8	conservation	C4	DIVERGIERT	FQL-Capability-REST.page.md	1 of 1 PROSE runs of the source page are in no target page (first: from CapabilityStatement where url = %capability for rest.re…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-dbb5f9	conservation	C4	DIVERGIERT	FQL-Capability-Search.page.md	1 of 1 PROSE runs of the source page are in no target page (first: from CapabilityStatement where url = %capability for rest.re…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-c27b31	conservation	C4	NICHT PRUEFBAR	Keimzahl.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-b7b687	conservation	C4	DIVERGIERT	Kontext-im-Gesamtprojekt-Bezuege-zu-anderen-Modulen.page.md	5 of 5 PROSE runs of the source page are in no target page (first: Dieses KDS-Modul ist eng mit dem [KDS-Modul Laborbefund]( "K…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-e9e34a	conservation	C4	IDENTISCH	Kultur/Index.page.md	all 3 prose runs present in the target's de corpus	-	-
C4-729ff0	conservation	C4	DIVERGIERT	MIIIGModulMikrobiologie/Index.page.md	11 of 15 PROSE runs of the source page are in no target page (first: Dieser Leitfaden ist im Rahmen der Medizininformatik-Initati…); 9 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-9ccbe6	conservation	C4	NICHT PRUEFBAR	MRGN-Klasse.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 4 of 11 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-4a43b9	conservation	C4	NICHT PRUEFBAR	Mikroskopie.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 4 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-0aaa28	conservation	C4	NICHT PRUEFBAR	Molekulare-Pathogenlast.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-cfbdf9	conservation	C4	NICHT PRUEFBAR	Nugent-Score.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-ba5722	conservation	C4	DIVERGIERT	Probe.page.md	1 of 8 PROSE runs of the source page are in no target page (first: Für die Abbildung von Proben wird auf das Profil [MII_PR_Bio…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-e7d0b5	conservation	C4	DIVERGIERT	Profilauswahl-und-Abgrenzung.page.md	2 of 31 PROSE runs of the source page are in no target page (first: Für gramnegative Erreger mit einer MRGN-Klassifikation erfol…); 19 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-b93ff2	conservation	C4	IDENTISCH	Quantitative-tests/Index.page.md	all 1 prose runs present in the target's de corpus	-	-
C4-fe91db	conservation	C4	DIVERGIERT	Referenzen.page.md	1 of 3 PROSE runs of the source page are in no target page (first: Es baut auf den Vorarbeiten für den [HiGHmed Use Case Infect…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-768ed9	conservation	C4	NICHT PRUEFBAR	Resistenzkategorie-Status.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 23 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-62691a	conservation	C4	NICHT PRUEFBAR	Resistenzmechanismen-Determinanten.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-03eefa	conservation	C4	NICHT PRUEFBAR	Spezifische-Bestimmung.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 5 of 12 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-f8edf0	conservation	C4	NICHT PRUEFBAR	Spezifische-Kultur.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 4 of 9 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-2a8dbd	conservation	C4	NICHT PRUEFBAR	Technische-Implementierung/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-dcd614	conservation	C4	IDENTISCH	Terminologien.page.md	all 13 prose runs present in the target's de corpus	-	-
C4-ee7ce6	conservation	C4	NICHT PRUEFBAR	Titer.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 8 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-d47516	conservation	C4	DIVERGIERT	UML.page.md	1 of 10 PROSE runs of the source page are in no target page (first: Zur besseren Lesbarkeit findet sich das vollständige Diagram…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-e50664	conservation	C4	NICHT PRUEFBAR	Virulenzfaktor.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-3c1363	conservation	C4	NICHT PRUEFBAR	Voraussichtliche-Empfindlichkeit.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 2 of 3 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-e83476	conservation	C4	IDENTISCH	Weitere-Eigenschaften/Index.page.md	all 1 prose runs present in the target's de corpus	-	-
C5-f09e26	conservation	C5	IDENTISCH	input/includes/menu.xml	all 33 menu entries resolve to a real page	-	-
C5-d64c1f	conservation	C5	IDENTISCH	input/translations/de/includes/menu.xml	all 33 menu entries resolve to a real page	-	-
C5-87e969	conservation	C5	DIVERGIERT	input/pagecontent/ImplementationGuide-kerndatensatzmodul-mikrobiologie.md	narrative page in NO menu entry -- rendered, but reachable only by typing its URL	-	add it to input/includes/menu.xml (and the per-language copies), or retire the page
C5-2d86b5	conservation	C5	NICHT PRUEFBAR	target pages without a source counterpart	references/template-pages.tsv is measured at module-template v0.11.1, but this module vendors v0.13.2 -- a stale manifest produces confident wrong findings in both directions	-	re-measure template-pages.tsv at the vendored tag (record the tag in the third column), then re-run
C6-cc0b45	conservation	C6	IDENTISCH	Allgemeine-Bestimmung.page.md	6 of 8 runs placed, most on StructureDefinition-mii-pr-mikrobio-allgemeine-bestimmung-intro -- the mapped target	-	-
C6-259bba	conservation	C6	IDENTISCH	Allgemeine-Kultur.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-allgemeine-kultur-intro -- the mapped target	-	-
C6-c9ac30	conservation	C6	IDENTISCH	Antigen-Antikoerper-Quantitativ.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-antigen-antikoerper-quantitativ-intro -- the mapped target	-	-
C6-7d0c4b	conservation	C6	IDENTISCH	Anwendungsfaelle-Informationsmodell/Index.page.md	1 of 2 runs placed, most on anwendungsfaelle-informationsmodell -- the mapped target	-	-
C6-204ebb	conservation	C6	IDENTISCH	Aviditaet.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-aviditaet-intro -- the mapped target	-	-
C6-48bc35	conservation	C6	IDENTISCH	Barlett-Score.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-barlett-score-intro -- the mapped target	-	-
C6-500966	conservation	C6	IDENTISCH	Beschreibung-Modul-Mikrobiologie.page.md	2 of 2 runs placed, most on index -- the mapped target	-	-
C6-46d149	conservation	C6	IDENTISCH	Beschreibung-von-Szenarien-fuer-die-Anwendung-der-Module.page.md	5 of 7 runs placed, most on guidance -- the mapped target	-	-
C6-588bd0	conservation	C6	IDENTISCH	Bestimmung/Index.page.md	1 of 1 runs placed, most on profiles -- the mapped target	-	-
C6-029cbd	conservation	C6	IDENTISCH	CT-Wert.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-ct-wert-intro -- the mapped target	-	-
C6-c81fe3	conservation	C6	IDENTISCH	CapabilityStatement.page.md	4 of 6 runs placed, most on capability-statements -- the mapped target	-	-
C6-3a493b	conservation	C6	IDENTISCH	Changelog.page.md	87 of 89 runs placed, most on changes -- the mapped target	-	-
C6-13dbe9	conservation	C6	IDENTISCH	Datensaetze-inkl-Beschreibungen.page.md	15 of 15 runs placed, most on logical-models -- the mapped target	-	-
C6-25a6b5	conservation	C6	IDENTISCH	Diagnostic-Report.page.md	4 of 6 runs placed, most on StructureDefinition-mii-pr-mikrobio-diagnostic-report-intro -- the mapped target	-	-
C6-483ba2	conservation	C6	IDENTISCH	Empfindlichkeit.page.md	2 of 5 runs placed, most on StructureDefinition-mii-pr-mikrobio-empfindlichkeit-intro -- the mapped target	-	-
C6-ddc83d	conservation	C6	IDENTISCH	FHIR-Profile/Index.page.md	7 of 7 runs placed, most on fhir-profile -- the mapped target	-	-
C6-fb7f81	conservation	C6	IDENTISCH	Keimzahl.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-keimzahl-intro -- the mapped target	-	-
C6-caaf15	conservation	C6	IDENTISCH	Kultur/Index.page.md	3 of 3 runs placed, most on profiles -- the mapped target	-	-
C6-ddc958	conservation	C6	IDENTISCH	MIIIGModulMikrobiologie/Index.page.md	4 of 15 runs placed, most on index -- the mapped target	-	-
C6-3b2585	conservation	C6	IDENTISCH	MRGN-Klasse.page.md	7 of 11 runs placed, most on StructureDefinition-mii-pr-mikrobio-mrgn-klasse-intro -- the mapped target	-	-
C6-8f7eed	conservation	C6	IDENTISCH	Mikroskopie.page.md	2 of 4 runs placed, most on StructureDefinition-mii-pr-mikrobio-mikroskopie-intro -- the mapped target	-	-
C6-185a5a	conservation	C6	IDENTISCH	Molekulare-Pathogenlast.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-molekulare-pathogenlast-intro -- the mapped target	-	-
C6-29618f	conservation	C6	IDENTISCH	Nugent-Score.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-nugent-score-intro -- the mapped target	-	-
C6-466240	conservation	C6	IDENTISCH	Probe.page.md	7 of 8 runs placed, most on probe -- the mapped target	-	-
C6-6899d1	conservation	C6	IDENTISCH	Profilauswahl-und-Abgrenzung.page.md	29 of 31 runs placed, most on profilauswahl-und-abgrenzung -- the mapped target	-	-
C6-b2ea0d	conservation	C6	IDENTISCH	Quantitative-tests/Index.page.md	1 of 1 runs placed, most on profiles -- the mapped target	-	-
C6-997ea5	conservation	C6	IDENTISCH	Referenzen.page.md	2 of 3 runs placed, most on implementer-guidance -- the mapped target	-	-
C6-ce9952	conservation	C6	IDENTISCH	Resistenzkategorie-Status.page.md	21 of 23 runs placed, most on StructureDefinition-mii-pr-mikrobio-resistenzkategorie-status-intro -- the mapped target	-	-
C6-04ca6d	conservation	C6	IDENTISCH	Resistenzmechanismen-Determinanten.page.md	1 of 3 runs placed, most on StructureDefinition-mii-pr-mikrobio-resistenzmechanismen-determinanten-intro -- the mapped target	-	-
C6-b0d307	conservation	C6	IDENTISCH	Spezifische-Bestimmung.page.md	7 of 12 runs placed, most on StructureDefinition-mii-pr-mikrobio-spezifische-bestimmung-intro -- the mapped target	-	-
C6-b5b838	conservation	C6	IDENTISCH	Spezifische-Kultur.page.md	5 of 9 runs placed, most on StructureDefinition-mii-pr-mikrobio-spezifische-kultur-intro -- the mapped target	-	-
C6-8d2119	conservation	C6	IDENTISCH	Terminologien.page.md	13 of 13 runs placed, most on code-systems -- the mapped target	-	-
